3438999494,"[('3438999494', '2882037326'), ('2878166306', '80b4e8619631959b3bf95991166381f8df8e9b0748a73e360d6ad1e7bc19cde7'), ('2878166306', '3438999494'), ('2878166306', 'ecca3b87af773ebc9e625835243979fdba222f78b250f7ec70d17aabd9b9da26'), ('2878166306', '65dfa76ff80afb2f3cd92a8d96fcdb049b52dfe537c8e42cd6473029ba6f8152')]",Trump,Neutral
3438999494,"[('3438999494', '2882013788'), ('2878166306', '4ec1ef023812e2667c109fcf22172e246df7f1e88073aba76cd1b0eab12d4aa6'), ('2878166306', '66b33eda904351d75b311b88838e41b10665e689090182d9defac0e2eae2f828'), ('2878166306', '2882037326'), ('2878166306', 'aacff3990c798063b89807b9e0f7bebf225930adaca5a7af6a67151b47a0ad3a'), ('2878166306', '7cb9c145682a217a3bb77a53572a0cd1676f045eefbebfd1577bb0af1ad19a6b'), ('2878166306', '3438999494'), ('2878166306', '4728ce55f167bdbe09054a661cd4eb00f0c35d50d1d0b8b6d918b47c86335ec7'), ('2878166306', '2496599688'), ('2878166306', 'bc52f7a091e464b1928f340c978a264354ca3f96c6e181e1b6b0834acd86d844'), ('2878166306', '2569229674'), ('2878166306', 'cd2f120a1666c87fac2ab045e1ff01b06be0814481d4e96234a13041b3a1a295'), ('2878166306', '0945c828c3f3fa4064a6e67cbaa1c15827f6de9f3f9e6991aa946c39fd41b631')]",Trump,Positive
3438999494,"[('3438999494', '2882037326'), ('2878166306', '3438999494'), ('2878166306', '65dfa76ff80afb2f3cd92a8d96fcdb049b52dfe537c8e42cd6473029ba6f8152'), ('2878166306', '2882013788'), ('2878166306', '2882350436'), ('2878166306', 'caf105a130b8a17444728eca4a6447acb063701a86385c341f914f9fdb7eccba')]",Trump,Neutral
3438999494,"[('3438999494', '2532611755')]",Trump,Neutral
3438999494,"[('3438999494', '2878166306'), ('2878166306', '3438999494'), ('2878166306', '2882037326')]",Trump,Positive
3438999494,"[('3438999494', '2882013788'), ('2878166306', '1650681522'), ('2878166306', '2598367019'), ('2878166306', '2532611755'), ('2878166306', '3438999494'), ('2878166306', '2496599688'), ('2878166306', '2569229674'), ('2878166306', '4ec1ef023812e2667c109fcf22172e246df7f1e88073aba76cd1b0eab12d4aa6')]",Trump,Negative
3438999494,"[('3438999494', '2882037326'), ('2878166306', '2573225349'), ('2878166306', '2616344667'), ('2878166306', '2532611755'), ('2878166306', '393955df00832382d3f4d8dbff2d7487fe723e1a5601978070c5ba3231084ecd'), ('2878166306', '0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539'), ('2878166306', '2882013788')]",Trump,Positive
3438999494,"[('3438999494', '2882350436'), ('2878166306', '3438999494'), ('2878166306', '2598367019'), ('2878166306', '1650681522'), ('2878166306', '2616344667'), ('2878166306', '41bb9ae5991f53996752a0ab8dd36b543821abca8d5aed8980383c82378e7518')]",Trump,Neutral
3438999494,"[('3438999494', '2882037326')]",Clinton,Neutral
3438999494,"[('3438999494', '2882013788'), ('2878166306', '0945c828c3f3fa4064a6e67cbaa1c15827f6de9f3f9e6991aa946c39fd41b631'), ('2878166306', '65dfa76ff80afb2f3cd92a8d96fcdb049b52dfe537c8e42cd6473029ba6f8152'), ('2878166306', 'ea85ac8be1e8ab479064ca4c0fe3ac6587f76b1ef974526887856fe299d3f2c0'), ('2878166306', '2882037326'), ('2878166306', '2882013788'), ('2878166306', '36f2768e6fcac2041cd5604315cab62bc02c808f1ddb3492bb7b265db4875a59'), ('2878166306', '4537439c2e1d6f7d6d3e290b17e511c919556891aad99925cd7e5cb335c224ee'), ('2878166306', '2616344667'), ('2878166306', '3438999494'), ('2878166306', '2598367019'), ('2878166306', 'eaca5eb703fbc67f7b3d0c7542a3e437d35b9116ccd0fafb322ecd0bc93855d9'), ('2878166306', 'dc037fb4cc327210d7ec4ebc938ac38d3c8ae051213db8b97b8541c48c33372a'), ('2878166306', 'bc330aca26e327cfc755320b4a87375945e316f582db07f9931517bfdb415570'), ('2878166306', '32b46a5c438a663eaaebfbb1da979ea98bcfe3a6cba7d796246c880d522ea880'), ('2878166306', 'bc52f7a091e464b1928f340c978a264354ca3f96c6e181e1b6b0834acd86d844'), ('2878166306', 'ecca3b87af773ebc9e625835243979fdba222f78b250f7ec70d17aabd9b9da26'), ('2878166306', '9a1f897e1fa9711af2b40d33277a8e51270fb3609903dec35890ea8a19dde985')]",Trump,Negative
3438999494,"[('3438999494', '2882350436'), ('2878166306', '3438999494')]",Trump,Positive
3438999494,"[('3438999494', '2882037326')]",Trump,Neutral
3438999494,"[('3438999494', '2882013788'), ('2878166306', '1650681522'), ('2878166306', '1718000594')]",Trump,Positive
3438999494,"[('3438999494', '2882013788'), ('2878166306', '2882037326')]",Trump,Neutral
3438999494,"[('3438999494', '2882037326'), ('2878166306', '2882013788')]",Trump,Negative
3438999494,"[('3438999494', '2878166306'), ('2878166306', '3438999494')]",Trump,Neutral
3438999494,"[('3438999494', '2882037326'), ('2878166306', '3438999494'), ('2878166306', '2616344667'), ('2878166306', '4537439c2e1d6f7d6d3e290b17e511c919556891aad99925cd7e5cb335c224ee'), ('2878166306', '66b33eda904351d75b311b88838e41b10665e689090182d9defac0e2eae2f828'), ('2878166306', 'ab1f9c6584088eef834d4bd0964e51436a87765d38fde3130cc499147a0186e3'), ('2878166306', '80cdfc34ac2e3281ac4cb4cff34d8aa42e1810edd453c4b716364183eb1e0b61')]",Trump,Neutral
3438999494,"[('3438999494', '2882350436'), ('2878166306', '2742482932'), ('2878166306', '2616344667'), ('2878166306', 'dc037fb4cc327210d7ec4ebc938ac38d3c8ae051213db8b97b8541c48c33372a'), ('2878166306', '446814d058a75d9f90076c02b125e5adfc64ddd544cf077ebb08e27e476b20e5'), ('2878166306', 'c23ef2a108d3fc5ecfdee27c9717a2c8b0bd6240d9de3b329fa7a9197ee4c4ac'), ('2878166306', 'caf105a130b8a17444728eca4a6447acb063701a86385c341f914f9fdb7eccba'), ('2878166306', '2532611755')]",Trump,Neutral
3438999494,"[('3438999494', '2878166306')]",Trump,Negative
3438999494,"[('3438999494', '2882013788'), ('2878166306', '3438999494')]",Trump,Negative
3438999494,"[('3438999494', '2882013788'), ('2878166306', '3438999494')]",Trump,Positive
3438999494,"[('3438999494', '2878166306'), ('2878166306', '3438999494')]",Trump,Neutral
3438999494,"[('3438999494', '2882013788'), ('2878166306', '4ec1ef023812e2667c109fcf22172e246df7f1e88073aba76cd1b0eab12d4aa6'), ('2878166306', '0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539'), ('2878166306', '2573225349'), ('2878166306', '2532611755'), ('2878166306', '2569229674')]",Trump,Neutral
3438999494,"[('3438999494', '2882037326')]",Trump,Negative
3438999494,"[('3438999494', '2882350436'), ('2878166306', '9e4bae21f00d13160fea0fc876fbff777c2400832ae049a19a0aa88d7401cf44'), ('2878166306', '0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539'), ('2878166306', '80b4e8619631959b3bf95991166381f8df8e9b0748a73e360d6ad1e7bc19cde7'), ('2878166306', '36f2768e6fcac2041cd5604315cab62bc02c808f1ddb3492bb7b265db4875a59'), ('2878166306', '4ec1ef023812e2667c109fcf22172e246df7f1e88073aba76cd1b0eab12d4aa6'), ('2878166306', '3438999494'), ('2878166306', '0945c828c3f3fa4064a6e67cbaa1c15827f6de9f3f9e6991aa946c39fd41b631'), ('2878166306', '32b46a5c438a663eaaebfbb1da979ea98bcfe3a6cba7d796246c880d522ea880'), ('2878166306', 'bc52f7a091e464b1928f340c978a264354ca3f96c6e181e1b6b0834acd86d844'), ('2878166306', 'eaca5eb703fbc67f7b3d0c7542a3e437d35b9116ccd0fafb322ecd0bc93855d9'), ('2878166306', 'cd2f120a1666c87fac2ab045e1ff01b06be0814481d4e96234a13041b3a1a295')]",Trump,Positive
3438999494,"[('3438999494', '2882013788'), ('2878166306', '2496599688'), ('2878166306', '3438999494'), ('2878166306', '2573225349'), ('2878166306', '393955df00832382d3f4d8dbff2d7487fe723e1a5601978070c5ba3231084ecd'), ('2878166306', '80b4e8619631959b3bf95991166381f8df8e9b0748a73e360d6ad1e7bc19cde7'), ('2878166306', '0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539'), ('2878166306', '2616344667')]",Trump,Positive
3438999494,"[('3438999494', '2882013788'), ('2878166306', '3438999494')]",Trump,Neutral
3438999494,"[('3438999494', '2882013788'), ('2878166306', '3438999494'), ('2878166306', '80cdfc34ac2e3281ac4cb4cff34d8aa42e1810edd453c4b716364183eb1e0b61'), ('2878166306', 'e20ba740a2754d39ad6fd52364a2175c57cceb6da22385e4748683c80878a7fe'), ('2878166306', '0945c828c3f3fa4064a6e67cbaa1c15827f6de9f3f9e6991aa946c39fd41b631'), ('2878166306', '364877b039dc05559df1e2fecf05f9ab802cbb4902dc2e6d4e4d4b678bad8ee2'), ('2878166306', '75260a9a180575743d360235084b16675248455e83c04bceda90043e50c86c4f'), ('2878166306', '393955df00832382d3f4d8dbff2d7487fe723e1a5601978070c5ba3231084ecd'), ('2878166306', '2569229674'), ('2878166306', '446814d058a75d9f90076c02b125e5adfc64ddd544cf077ebb08e27e476b20e5'), ('2878166306', '80b4e8619631959b3bf95991166381f8df8e9b0748a73e360d6ad1e7bc19cde7'), ('2878166306', '533bd35fdbbec65d406b13a6a6e128c0604f41a8e9c1bd83a211860a46d9c508'), ('2878166306', 'a6181c92d4b44e24f9f4176b491d74b6eb59ff8aa53f331f7a4e0fbfc8615338')]",Trump,Neutral
3438999494,"[('3438999494', '2882037326'), ('2878166306', '3438999494'), ('2878166306', '2882350436')]",Trump,Neutral
3438999494,"[('3438999494', '2598367019')]",Trump,Neutral
3438999494,"[('3438999494', '2882037326'), ('2878166306', '2882013788')]",Trump,Positive
3438999494,"[('3438999494', '2882350436'), ('2878166306', '2882013788')]",Trump,Negative
3438999494,"[('3438999494', '1650681522')]",Trump,Neutral
3438999494,"[('3438999494', '2878166306'), ('2878166306', '3438999494'), ('2878166306', '2882037326')]",Trump,Negative
3438999494,"[('3438999494', '2882037326'), ('2878166306', '2882350436'), ('2878166306', '2882013788')]",Trump,Positive
3438999494,"[('3438999494', '2882013788'), ('2878166306', '3438999494'), ('2878166306', '2882037326')]",Trump,Neutral
3438999494,"[('3438999494', '2882013788'), ('2878166306', '3438999494'), ('2878166306', '2882350436'), ('2878166306', '4ec1ef023812e2667c109fcf22172e246df7f1e88073aba76cd1b0eab12d4aa6')]",Trump,Neutral
3438999494,"[('3438999494', '2882013788')]",Trump,Negative
3438999494,"[('3438999494', '2882350436'), ('2878166306', '4ec1ef023812e2667c109fcf22172e246df7f1e88073aba76cd1b0eab12d4aa6'), ('2878166306', 'aacff3990c798063b89807b9e0f7bebf225930adaca5a7af6a67151b47a0ad3a'), ('2878166306', 'cceee527a3e3a2fa05667731a74c6858c617067f6b732033a08edf49ce2094b4'), ('2878166306', '2882013788'), ('2878166306', '1650681522'), ('2878166306', '65dfa76ff80afb2f3cd92a8d96fcdb049b52dfe537c8e42cd6473029ba6f8152'), ('2878166306', 'c36569f7b2c5d0681e59b1f685fdcae3648138035dc8072a24a01b76e65b9434'), ('2878166306', '2569229674'), ('2878166306', '0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539'), ('2878166306', '0945c828c3f3fa4064a6e67cbaa1c15827f6de9f3f9e6991aa946c39fd41b631'), ('2878166306', '3438999494'), ('2878166306', 'c23ef2a108d3fc5ecfdee27c9717a2c8b0bd6240d9de3b329fa7a9197ee4c4ac')]",Trump,Negative
3438999494,"[('3438999494', '2882013788'), ('2878166306', '1650681522'), ('2878166306', '393955df00832382d3f4d8dbff2d7487fe723e1a5601978070c5ba3231084ecd'), ('2878166306', '3438999494'), ('2878166306', 'caf105a130b8a17444728eca4a6447acb063701a86385c341f914f9fdb7eccba'), ('2878166306', 'ecca3b87af773ebc9e625835243979fdba222f78b250f7ec70d17aabd9b9da26'), ('2878166306', '2616344667')]",Trump,Negative
3438999494,"[('3438999494', '2882013788'), ('2878166306', '2882350436')]",Trump,Neutral
3438999494,"[('3438999494', '2882013788'), ('2878166306', '2882013788'), ('2878166306', '2573225349'), ('2878166306', '2882037326')]",Trump,Neutral
3438999494,"[('3438999494', '66b33eda904351d75b311b88838e41b10665e689090182d9defac0e2eae2f828')]",Trump,Negative
3438999494,"[('3438999494', '2882037326'), ('2878166306', '2882013788')]",Trump,Neutral
3438999494,"[('3438999494', '2878166306'), ('2878166306', '2882013788')]",Trump,Neutral
3438999494,"[('3438999494', '2882037326'), ('2878166306', '0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539'), ('2878166306', '3438999494'), ('2878166306', 'caf105a130b8a17444728eca4a6447acb063701a86385c341f914f9fdb7eccba'), ('2878166306', '2882013788')]",Trump,Neutral
3438999494,"[('3438999494', '2882013788'), ('2878166306', '3438999494'), ('2878166306', '1718000594'), ('2878166306', '2882013788'), ('2878166306', '2569229674')]",Trump,Negative
3438999494,"[('3438999494', '2878166306'), ('2878166306', '2882013788')]",Trump,Neutral
3438999494,"[('3438999494', '2882350436')]",Trump,Negative
3438999494,"[('3438999494', '2532611755')]",Clinton,Neutral
3438999494,"[('3438999494', '2878166306'), ('2878166306', '3438999494'), ('2878166306', '2882013788')]",Clinton,Negative
3438999494,"[('3438999494', '2882013788')]",Trump,Neutral
3438999494,"[('3438999494', '65dfa76ff80afb2f3cd92a8d96fcdb049b52dfe537c8e42cd6473029ba6f8152'), ('2878166306', '1718000594'), ('2878166306', '0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539'), ('2878166306', '2573225349'), ('2878166306', 'caf105a130b8a17444728eca4a6447acb063701a86385c341f914f9fdb7eccba'), ('2878166306', '3438999494'), ('2878166306', '80b4e8619631959b3bf95991166381f8df8e9b0748a73e360d6ad1e7bc19cde7')]",Trump,Neutral
3438999494,"[('3438999494', '2878166306'), ('2878166306', '3438999494')]",Trump,Negative
3438999494,"[('3438999494', '2882013788')]",Trump,Positive
3438999494,"[('3438999494', '2878166306'), ('2878166306', '2882013788')]",Clinton,Neutral
3438999494,"[('3438999494', '2882037326'), ('2878166306', '3438999494'), ('2878166306', '2878166306')]",Trump,Neutral
3438999494,"[('3438999494', '2882013788'), ('2878166306', '2882013788')]",Trump,Positive
3438999494,"[('3438999494', '2882037326'), ('2878166306', '9a1f897e1fa9711af2b40d33277a8e51270fb3609903dec35890ea8a19dde985'), ('2878166306', 'bc330aca26e327cfc755320b4a87375945e316f582db07f9931517bfdb415570'), ('2878166306', '2882013788'), ('2878166306', '1650681522'), ('2878166306', 'dc037fb4cc327210d7ec4ebc938ac38d3c8ae051213db8b97b8541c48c33372a'), ('2878166306', '3438999494'), ('2878166306', '4537439c2e1d6f7d6d3e290b17e511c919556891aad99925cd7e5cb335c224ee')]",Trump,Negative
3438999494,"[('3438999494', '2882037326'), ('2878166306', '3438999494'), ('2878166306', 'eaca5eb703fbc67f7b3d0c7542a3e437d35b9116ccd0fafb322ecd0bc93855d9'), ('2878166306', 'bc52f7a091e464b1928f340c978a264354ca3f96c6e181e1b6b0834acd86d844'), ('2878166306', '2882350436'), ('2878166306', '1650681522'), ('2878166306', '2616344667'), ('2878166306', '9db51e914e3697f417f9c4c25d901767a19e09ce4c07a316dd6e451ffb208d59'), ('2878166306', '364877b039dc05559df1e2fecf05f9ab802cbb4902dc2e6d4e4d4b678bad8ee2'), ('2878166306', '7cb9c145682a217a3bb77a53572a0cd1676f045eefbebfd1577bb0af1ad19a6b'), ('2878166306', '2882013788'), ('2878166306', 'f46e654ff3f1f9697f2b94de5a2e42a6914e1f00da14a76255c9ed9ba520a5f4')]",Trump,Negative
3438999494,"[('3438999494', '1718000594')]",Trump,Positive
3438999494,"[('3438999494', '2882013788')]",Trump,Negative
3438999494,"[('3438999494', '2882013788')]",Trump,Neutral
3438999494,"[('3438999494', '2882037326'), ('2878166306', '2882013788')]",Trump,Neutral
3438999494,"[('3438999494', '2878166306'), ('2878166306', '533bd35fdbbec65d406b13a6a6e128c0604f41a8e9c1bd83a211860a46d9c508'), ('2878166306', '1650681522'), ('2878166306', '393955df00832382d3f4d8dbff2d7487fe723e1a5601978070c5ba3231084ecd'), ('2878166306', '9db51e914e3697f417f9c4c25d901767a19e09ce4c07a316dd6e451ffb208d59'), ('2878166306', '80b4e8619631959b3bf95991166381f8df8e9b0748a73e360d6ad1e7bc19cde7'), ('2878166306', '2569229674'), ('2878166306', '7cb9c145682a217a3bb77a53572a0cd1676f045eefbebfd1577bb0af1ad19a6b'), ('2878166306', 'ecca3b87af773ebc9e625835243979fdba222f78b250f7ec70d17aabd9b9da26'), ('2878166306', '75260a9a180575743d360235084b16675248455e83c04bceda90043e50c86c4f'), ('2878166306', '2532611755'), ('2878166306', '2616344667'), ('2878166306', '3438999494')]",Trump,Neutral
3438999494,"[('3438999494', '2882013788'), ('2878166306', '3438999494')]",Trump,Negative
3438999494,"[('3438999494', '2882037326'), ('2878166306', '2532611755'), ('2878166306', '3438999494'), ('2878166306', '2598367019'), ('2878166306', '2882350436'), ('2878166306', '0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539'), ('2878166306', '2616344667'), ('2878166306', '80b4e8619631959b3bf95991166381f8df8e9b0748a73e360d6ad1e7bc19cde7')]",Trump,Negative
3438999494,"[('3438999494', '2882013788'), ('2878166306', '2882037326'), ('2878166306', '2882350436')]",Trump,Positive
3438999494,"[('3438999494', '2882013788')]",Trump,Positive
3438999494,"[('3438999494', '2882037326'), ('2878166306', '3438999494')]",Trump,Negative
3438999494,"[('3438999494', '2878166306'), ('2878166306', 'dc037fb4cc327210d7ec4ebc938ac38d3c8ae051213db8b97b8541c48c33372a'), ('2878166306', 'f46e654ff3f1f9697f2b94de5a2e42a6914e1f00da14a76255c9ed9ba520a5f4'), ('2878166306', 'c23ef2a108d3fc5ecfdee27c9717a2c8b0bd6240d9de3b329fa7a9197ee4c4ac'), ('2878166306', '2882013788'), ('2878166306', '32b46a5c438a663eaaebfbb1da979ea98bcfe3a6cba7d796246c880d522ea880'), ('2878166306', '41bb9ae5991f53996752a0ab8dd36b543821abca8d5aed8980383c82378e7518'), ('2878166306', '1650681522'), ('2878166306', '2882037326'), ('2878166306', '4728ce55f167bdbe09054a661cd4eb00f0c35d50d1d0b8b6d918b47c86335ec7'), ('2878166306', '2742482932'), ('2878166306', 'aacff3990c798063b89807b9e0f7bebf225930adaca5a7af6a67151b47a0ad3a'), ('2878166306', '2496599688'), ('2878166306', '3438999494'), ('2878166306', '2882350436'), ('2878166306', '36f2768e6fcac2041cd5604315cab62bc02c808f1ddb3492bb7b265db4875a59')]",Trump,Negative
3438999494,"[('3438999494', '2882350436'), ('2878166306', '2882013788')]",Trump,Neutral
3438999494,"[('3438999494', '2882350436'), ('2878166306', '2882013788')]",Trump,Neutral
3438999494,"[('3438999494', '2882037326'), ('2878166306', '138c356cde5939060f3491ce10e756cadb57274aba02e94069345205d0744167'), ('2878166306', 'ecca3b87af773ebc9e625835243979fdba222f78b250f7ec70d17aabd9b9da26'), ('2878166306', '80b4e8619631959b3bf95991166381f8df8e9b0748a73e360d6ad1e7bc19cde7'), ('2878166306', '212274cc2985b28273a7531d4340aeaf2a6455dd1792fa19d26ba41c54d89105'), ('2878166306', '3438999494')]",Trump,Negative
3438999494,"[('3438999494', '2878166306'), ('2878166306', '2882013788')]",Trump,Negative
3438999494,"[('3438999494', '2882037326'), ('2878166306', '3438999494')]",Trump,Positive
3438999494,"[('3438999494', 'cd2f120a1666c87fac2ab045e1ff01b06be0814481d4e96234a13041b3a1a295'), ('2878166306', '9db51e914e3697f417f9c4c25d901767a19e09ce4c07a316dd6e451ffb208d59'), ('2878166306', 'aacff3990c798063b89807b9e0f7bebf225930adaca5a7af6a67151b47a0ad3a'), ('2878166306', 'dc037fb4cc327210d7ec4ebc938ac38d3c8ae051213db8b97b8541c48c33372a'), ('2878166306', 'eaca5eb703fbc67f7b3d0c7542a3e437d35b9116ccd0fafb322ecd0bc93855d9'), ('2878166306', '393955df00832382d3f4d8dbff2d7487fe723e1a5601978070c5ba3231084ecd'), ('2878166306', '3438999494'), ('2878166306', '0945c828c3f3fa4064a6e67cbaa1c15827f6de9f3f9e6991aa946c39fd41b631'), ('2878166306', 'cceee527a3e3a2fa05667731a74c6858c617067f6b732033a08edf49ce2094b4')]",Trump,Positive
3438999494,"[('3438999494', '446814d058a75d9f90076c02b125e5adfc64ddd544cf077ebb08e27e476b20e5'), ('2878166306', 'c5a4c57fc616d4bce77ed8f531708fce96789f928a2dd88fede37d205f8eb733'), ('2878166306', '3438999494'), ('2878166306', '446814d058a75d9f90076c02b125e5adfc64ddd544cf077ebb08e27e476b20e5'), ('2878166306', 'cd2f120a1666c87fac2ab045e1ff01b06be0814481d4e96234a13041b3a1a295'), ('2878166306', '2742482932'), ('2878166306', '364877b039dc05559df1e2fecf05f9ab802cbb4902dc2e6d4e4d4b678bad8ee2'), ('2878166306', '1650681522'), ('2878166306', 'b61d47c22efd69b47675c296d5c54e2675da8977504225327611713990b4e784'), ('2878166306', '2496599688')]",Trump,Negative
3438999494,"[('3438999494', '2882013788'), ('2878166306', '2882037326'), ('2878166306', '2882350436')]",Trump,Positive
3438999494,"[('3438999494', '2878166306'), ('2878166306', '2882350436'), ('2878166306', '3438999494'), ('2878166306', 'caf105a130b8a17444728eca4a6447acb063701a86385c341f914f9fdb7eccba')]",Clinton,Negative
3438999494,"[('3438999494', '2882037326'), ('2878166306', 'f46e654ff3f1f9697f2b94de5a2e42a6914e1f00da14a76255c9ed9ba520a5f4'), ('2878166306', '4ec1ef023812e2667c109fcf22172e246df7f1e88073aba76cd1b0eab12d4aa6'), ('2878166306', '7cb9c145682a217a3bb77a53572a0cd1676f045eefbebfd1577bb0af1ad19a6b'), ('2878166306', '2569229674'), ('2878166306', '9e4bae21f00d13160fea0fc876fbff777c2400832ae049a19a0aa88d7401cf44'), ('2878166306', '2742482932'), ('2878166306', '364877b039dc05559df1e2fecf05f9ab802cbb4902dc2e6d4e4d4b678bad8ee2'), ('2878166306', 'cceee527a3e3a2fa05667731a74c6858c617067f6b732033a08edf49ce2094b4'), ('2878166306', '3438999494'), ('2878166306', '65dfa76ff80afb2f3cd92a8d96fcdb049b52dfe537c8e42cd6473029ba6f8152'), ('2878166306', '0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539'), ('2878166306', 'c5a4c57fc616d4bce77ed8f531708fce96789f928a2dd88fede37d205f8eb733'), ('2878166306', '2573225349')]",Trump,Positive
3438999494,"[('3438999494', '2878166306')]",Trump,Negative
